Q18,400559.2,->  GroupAggregate  (cost=10295193.37..11132362.18 rows=30442502 width=39) (actual time=66658.358..66658.661 rows=76 loops=1)
Q3,322023.6,->  Sort  (cost=2721162.52..2729213.11 rows=3220236 width=20) (actual time=31658.968..31658.971 rows=10 loops=1)
Q18,100163.6,->  Hash Join  (cost=2206549.90..2827963.10 rows=7612440 width=39) (actual time=40936.660..48055.273 rows=76 loops=1)
Q18,100163.6,->  Hash Join  (cost=2137521.90..2644748.50 rows=7612440 width=20) (actual time=39685.042..46803.407 rows=76 loops=1)
Q18,100163.6,->  Hash  (cost=2827963.10..2827963.10 rows=7612440 width=39) (actual time=48055.473..48055.473 rows=76 loops=1)
Q18,57222.7,->  Sort  (cost=10295193.37..10371299.63 rows=30442502 width=39) (actual time=66658.347..66658.431 rows=532 loops=1)
Q18,57222.7,->  Hash Join  (cost=2923118.60..5678838.25 rows=30442502 width=39) (actual time=48540.997..66657.223 rows=532 loops=1)
Q18,53708.5,->  Hash  (cost=2086498.74..2086498.74 rows=4081852 width=4) (actual time=39613.556..39613.556 rows=76 loops=1)
Q18,53708.5,->  HashAggregate  (cost=1994657.07..2045680.22 rows=4081852 width=8) (actual time=35276.949..39613.382 rows=76 loops=1)
Q21,40955.0,->  Merge Semi Join  (cost=1595493.61..5403211.46 rows=1 width=26) (actual time=27628.028..65823.080 rows=40955 loops=1)
Q10,28249.0,->  Sort  (cost=1164039.55..1165452.00 rows=564980 width=175) (actual time=19507.867..19507.872 rows=20 loops=1)
Q9,21368.7,->  Sort  (cost=3568217.50..3568217.88 rows=153 width=46) (actual time=53635.702..54244.553 rows=3269412 loops=1)
Q9,21368.7,->  Hash Join  (cost=372110.12..3105930.89 rows=153 width=24) (actual time=5632.896..37245.474 rows=3269412 loops=1)
Q9,21368.7,->  Hash Join  (cost=3105934.37..3568211.95 rows=153 width=46) (actual time=38299.548..48045.081 rows=3269412 loops=1)
Q9,21368.7,->  Hash Join  (cost=3105932.81..3568207.52 rows=153 width=24) (actual time=38299.454..46545.723 rows=3269412 loops=1)
Q9,21368.7,->  Hash  (cost=3105930.89..3105930.89 rows=153 width=24) (actual time=38299.417..38299.417 rows=3269412 loops=1)
Q2,4813.0,->  Merge Join  (cost=465801.75..24721843.65 rows=1 width=190) (actual time=5962.980..256838.512 rows=4813 loops=1)
Q21,4095.0,->  HashAggregate  (cost=5403211.47..5403211.48 rows=1 width=26) (actual time=65880.877..65881.984 rows=4095 loops=1)
Q15,3767.0,->  Subquery Scan on revenue4  (cost=1191601.23..1191685.98 rows=3767 width=12) (actual time=11967.223..11985.403 rows=1 loops=1)
Q15,3767.0,->  Sort  (cost=1191909.73..1191919.15 rows=3767 width=12) (actual time=11985.443..11985.445 rows=1 loops=1)
Q15,3767.0,Merge Join  (cost=2366558.36..2371656.06 rows=3767 width=79) (actual time=12016.013..12016.018 rows=1 loops=1)
Q15,3767.0,->  HashAggregate  (cost=1191601.23..1191648.31 rows=3767 width=12) (actual time=11967.222..11985.401 rows=1 loops=1)
Q7,767.5,Sort  (cost=2407058.51..2407066.19 rows=3070 width=64) (actual time=37377.467..37377.468 rows=4 loops=1)
Q7,767.5,->  HashAggregate  (cost=2406834.65..2406880.70 rows=3070 width=64) (actual time=37377.365..37377.372 rows=4 loops=1)
Q8,365.0,Sort  (cost=2469645.04..2469646.87 rows=730 width=38) (actual time=28560.618..28560.618 rows=2 loops=1)
Q8,365.0,->  HashAggregate  (cost=2469597.55..2469610.33 rows=730 width=38) (actual time=28560.550..28560.551 rows=2 loops=1)
Q21,100.0,->  Sort  (cost=5403211.49..5403211.49 rows=1 width=26) (actual time=65883.071..65883.077 rows=100 loops=1)
Q21,100.0,Limit  (cost=5403211.49..5403211.49 rows=1 width=26) (actual time=65883.074..65883.091 rows=100 loops=1)
Q2,100.0,->  Sort  (cost=24721843.66..24721843.66 rows=1 width=190) (actual time=256865.768..256865.781 rows=100 loops=1)
Q2,100.0,Limit  (cost=24721843.66..24721843.66 rows=1 width=190) (actual time=256865.772..256865.799 rows=100 loops=1)
Q11,34.8,Sort  (cost=616856.54..617656.37 rows=319933 width=12) (actual time=8303.381..8304.624 rows=9181 loops=1)
Q11,34.8,->  HashAggregate  (cost=293401.48..297400.65 rows=319933 width=12) (actual time=8130.852..8297.834 rows=9181 loops=1)
Q3,28.2,->  HashAggregate  (cost=2619372.02..2651574.38 rows=3220236 width=20) (actual time=31593.245..31638.294 rows=114011 loops=1)
Q15,26.5,->  HashAggregate  (cost=1174563.57..1174601.24 rows=3767 width=12) (actual time=5791.443..5821.996 rows=100000 loops=1)
Q3,10.6,->  Hash Join  (cost=560930.70..2571068.48 rows=3220236 width=20) (actual time=9391.830..31363.514 rows=301825 loops=1)
Q4,10.1,->  Hash  (cost=993858.39..993858.39 rows=1360618 width=4) (actual time=38721.832..38721.832 rows=13767164 loops=1)
Q4,10.1,->  HashAggregate  (cost=980252.20..993858.39 rows=1360618 width=4) (actual time=31279.221..35987.377 rows=13767164 loops=1)
Q21,5.7,->  Merge Anti Join  (cost=1595481.11..2603016.15 rows=390590 width=38) (actual time=27627.921..47686.713 rows=68357 loops=1)
Q5,5.0,Sort  (cost=2347023.26..2347023.32 rows=25 width=34) (actual time=32949.985..32949.985 rows=5 loops=1)
Q5,5.0,->  HashAggregate  (cost=2347022.43..2347022.68 rows=25 width=34) (actual time=32949.892..32949.896 rows=5 loops=1)
Q4,5.0,Sort  (cost=1290151.76..1290151.77 rows=1 width=16) (actual time=40851.120..40851.121 rows=5 loops=1)
Q4,5.0,->  HashAggregate  (cost=1290151.74..1290151.75 rows=1 width=16) (actual time=40850.997..40850.999 rows=5 loops=1)
Q13,4.4,Sort  (cost=857114.46..857114.96 rows=200 width=8) (actual time=35143.825..35143.827 rows=45 loops=1)
Q13,4.4,->  HashAggregate  (cost=857104.81..857106.81 rows=200 width=8) (actual time=35143.725..35143.735 rows=45 loops=1)
Q17,3.7,->  Hash Join  (cost=6576.40..9592820.94 rows=19834 width=4) (actual time=29.185..23968.681 rows=5236 loops=1)
Q4,3.3,->  Hash Join  (cost=1023210.03..1289369.07 rows=156534 width=16) (actual time=38997.565..40680.392 rows=525922 loops=1)
Q22,2.3,Sort  (cost=702368.67..702368.68 rows=3 width=20) (actual time=11272.270..11272.272 rows=7 loops=1)
Q22,2.3,->  HashAggregate  (cost=649469.81..649469.85 rows=3 width=20) (actual time=11272.196..11272.197 rows=7 loops=1)
Q2,2.0,->  Hash Join  (cost=16.33..3920.34 rows=1 width=4) (actual time=15.094..38.171 rows=2 loops=6507)
